type,beds,bath,propertysqft,locality,sublocality,label
Condo_for_sale,3,1,462,Kings_County,Brooklyn,0
Co_op_for_sale,1,1,715,New_York_County,New_York,0
Condo_for_sale,2,2,1000,New_York_County,New_York,1
Co_op_for_sale,3,2,1800,New_York_County,New_York,1
House_for_sale,4,3,1800,New_York,Kings_County,1
Co_op_for_sale,2,1,950,Bronx_County,The_Bronx,0
Co_op_for_sale,2,1,1100,New_York,Queens_County,0
Co_op_for_sale,1,1,700,Kings_County,Brooklyn,0
Condo_for_sale,4,4,4856,New_York,New_York_County,1
Condo_for_sale,5,5,4297,New_York,New_York_County,1
Co_op_for_sale,3,2,1120,New_York_County,New_York,0
Condo_for_sale,4,2,1625,Kings_County,Brooklyn,1
Co_op_for_sale,2,1,900,Queens_County,Queens,0
Condo_for_sale,4,2,1625,Kings_County,Brooklyn,1
Multi_family_home_for_sale,5,2,1800,New_York,Queens_County,1
Multi_family_home_for_sale,4,3,1600,New_York,Richmond_County,0
Condo_for_sale,2,2,1025,New_York,Queens_County,0
Condo_for_sale,1,1,658,Bronx_County,The_Bronx,0
Pending,5,4,1992,New_York,Kings_County,1
Condo_for_sale,6,6,3920,New_York,New_York_County,1
Co_op_for_sale,2,1,850,New_York,Kings_County,0
House_for_sale,3,3,2835,New_York,Kings_County,0
Condo_for_sale,1,1,724,Kings_County,Brooklyn,0
House_for_sale,4,2,1500,New_York,Kings_County,1
Contingent,1,1,693,Richmond_County,Staten_Island,0
House_for_sale,3,2,1257,New_York,Kings_County,0
Co_op_for_sale,3,4,2600,New_York_County,New_York,1
House_for_sale,3,3,2835,New_York,Kings_County,0
House_for_sale,3,4,1613,New_York,Bronx_County,0
Pending,4,4,2393,New_York,Richmond_County,1
Condo_for_sale,3,4,2472,New_York_County,New_York,1
Condo_for_sale,4,3,2135,New_York_County,New_York,1
Multi_family_home_for_sale,5,4,4230,New_York,New_York_County,1
Co_op_for_sale,2,1,1060,New_York_County,New_York,0
House_for_sale,4,3,3510,New_York,Kings_County,1
Townhouse_for_sale,4,2,2625,New_York,Kings_County,1
House_for_sale,3,2,1188,New_York,Kings_County,1
Condo_for_sale,2,2,1447,Kings_County,Brooklyn,1
Multi_family_home_for_sale,5,3,1920,New_York,Kings_County,1
Multi_family_home_for_sale,5,4,4230,New_York,New_York_County,1
Co_op_for_sale,3,4,3475,New_York_County,New_York,1
Multi_family_home_for_sale,7,4,3780,New_York,Queens_County,1
Co_op_for_sale,1,1,850,Queens_County,Queens,0
Co_op_for_sale,1,2,1213,Queens_County,Queens,0
Condo_for_sale,3,2,1287,Kings_County,Brooklyn,1
Co_op_for_sale,2,1,900,Kings_County,Brooklyn,0
House_for_sale,3,2,1700,New_York,Richmond_County,0
Condo_for_sale,4,2,1268,Kings_County,Brooklyn,0
Multi_family_home_for_sale,4,2,1600,New_York,Kings_County,0
Townhouse_for_sale,6,4,3972,New_York,New_York_County,1
Condo_for_sale,4,2,1268,Kings_County,Brooklyn,0
House_for_sale,3,4,3328,New_York,Richmond_County,1
House_for_sale,3,3,3454,New_York,Kings_County,1
Co_op_for_sale,3,2,3000,New_York_County,New_York,1
Co_op_for_sale,3,1,322,New_York_County,New_York,0
House_for_sale,3,2,1700,New_York,Kings_County,1
Multi_family_home_for_sale,4,2,2194,New_York,Richmond_County,0
House_for_sale,2,2,1077,New_York,Kings_County,0
Co_op_for_sale,1,1,600,Kings_County,Brooklyn,0
Condo_for_sale,3,1,622,Kings_County,Brooklyn,0
House_for_sale,3,2,1260,New_York,Queens_County,0
Multi_family_home_for_sale,6,2,2186,New_York,Queens_County,1
House_for_sale,3,1,950,New_York,Kings_County,0
Condo_for_sale,2,2,832,Kings_County,Brooklyn,0
Multi_family_home_for_sale,8,4,5000,New_York,New_York_County,1
Condo_for_sale,2,2,1135,New_York_County,New_York,1
Condo_for_sale,4,4,4155,New_York,New_York_County,1
Co_op_for_sale,2,1,613,New_York_County,New_York,0
Co_op_for_sale,1,1,650,New_York_County,New_York,0
Condo_for_sale,3,1,391,New_York,Queens_County,0
Condo_for_sale,3,4,2357,New_York_County,New_York,1
Co_op_for_sale,1,1,694,Bronx_County,The_Bronx,0
Condo_for_sale,3,1,550,New_York_County,New_York,0
Co_op_for_sale,2,1,1090,Queens_County,Queens,0
Co_op_for_sale,3,1,394,New_York_County,New_York,0
Condo_for_sale,1,1,864,Richmond_County,Staten_Island,0
Co_op_for_sale,1,1,850,The_Bronx,Riverdale,0
House_for_sale,3,3,1280,New_York,Richmond_County,0
Pending,3,2,2300,New_York,Kings_County,1
Townhouse_for_sale,3,2,1280,New_York,Richmond_County,0
Condo_for_sale,4,2,1632,New_York,Kings_County,1
Condo_for_sale,3,4,2855,New_York,New_York_County,1
Condo_for_sale,1,1,791,New_York_County,New_York,0
Condo_for_sale,1,1,791,New_York_County,New_York,0
Condo_for_sale,1,2,1100,New_York_County,New_York,1
Pending,3,2,2160,New_York_County,New_York,1
Condo_for_sale,1,1,738,Richmond_County,Staten_Island,0
Multi_family_home_for_sale,5,4,3640,New_York,New_York_County,1
Multi_family_home_for_sale,6,6,3184,New_York,Queens_County,1
Pending,5,2,2128,New_York,Kings_County,0
Contingent,3,1,435,Richmond_County,Staten_Island,0
Co_op_for_sale,3,1,713,New_York,Queens_County,0
Condo_for_sale,3,4,4781,New_York_County,New_York,1
Condo_for_sale,4,4,2938,New_York,New_York_County,1
Condo_for_sale,3,2,1929,New_York_County,New_York,1
Co_op_for_sale,1,1,600,Kings_County,Brooklyn,0
Multi_family_home_for_sale,5,4,1980,New_York,Bronx_County,0
Condo_for_sale,3,2,1708,New_York_County,New_York,1
Multi_family_home_for_sale,7,2,2000,New_York,Kings_County,1
Pending,2,1,600,New_York_County,New_York,0
Co_op_for_sale,1,1,650,Kings_County,Brooklyn,0
Multi_family_home_for_sale,6,5,2500,New_York,Richmond_County,1
Condo_for_sale,5,4,4014,New_York_County,New_York,1
House_for_sale,4,3,1648,New_York,Queens_County,0
Multi_family_home_for_sale,6,3,2600,New_York,Queens_County,1
Pending,3,2,2112,New_York,Richmond_County,0
Condo_for_sale,2,1,825,Kings_County,Brooklyn,0
Condo_for_sale,2,1,1249,Queens_County,Queens,0
House_for_sale,3,2,1108,New_York,Richmond_County,0
Condo_for_sale,2,2,821,Kings_County,Brooklyn,0
Co_op_for_sale,1,1,859,Bronx_County,The_Bronx,0
Pending,2,2,1111,New_York_County,New_York,0
Co_op_for_sale,3,2,1300,New_York_County,New_York,0
Condo_for_sale,3,2,2400,Kings_County,Brooklyn,1
Co_op_for_sale,2,1,1000,New_York,Kings_County,0
House_for_sale,4,2,2240,New_York,Richmond_County,0
House_for_sale,3,2,3096,New_York,Queens_County,0
Co_op_for_sale,3,2,1200,New_York,Queens_County,0
Multi_family_home_for_sale,36,16,12460,New_York,Kings_County,1
Townhouse_for_sale,3,2,1500,New_York,Queens_County,1
Co_op_for_sale,2,1,800,Kings_County,Brooklyn,0
Condo_for_sale,1,1,574,New_York,New_York_County,0
Condo_for_sale,3,3,2350,New_York,Kings_County,1
Co_op_for_sale,1,1,520,Kings_County,Brooklyn,0
Pending,3,1,1080,New_York,Queens_County,0
Co_op_for_sale,3,1,1050,New_York,Queens_County,0
House_for_sale,3,2,1538,New_York,Richmond_County,0
Condo_for_sale,1,1,850,Kings_County,Brooklyn,0
Condo_for_sale,5,5,4193,New_York_County,New_York,1
Co_op_for_sale,1,1,550,Kings_County,Brooklyn,0
Pending,5,4,4230,New_York,New_York_County,1
Co_op_for_sale,2,2,1043,Kings_County,Brooklyn,0
House_for_sale,4,3,2088,New_York,Richmond_County,0
House_for_sale,3,2,1536,New_York,Kings_County,1
Condo_for_sale,2,2,2270,New_York_County,New_York,1
House_for_sale,3,4,3600,New_York,Richmond_County,1
Condo_for_sale,2,2,1160,New_York_County,New_York,1
Co_op_for_sale,1,1,800,New_York_County,New_York,0
House_for_sale,3,2,960,New_York,Richmond_County,0
Condo_for_sale,2,2,1312,Richmond_County,Staten_Island,0
Condo_for_sale,2,2,960,New_York,Richmond_County,0
Condo_for_sale,3,1,509,New_York_County,New_York,0
Co_op_for_sale,1,1,800,Queens_County,Queens,0
Multi_family_home_for_sale,6,3,2230,New_York,Bronx_County,0
Multi_family_home_for_sale,4,3,1892,New_York,Kings_County,0
Multi_family_home_for_sale,10,6,4500,New_York,Kings_County,1
Condo_for_sale,2,2,750,Queens_County,Queens,0
House_for_sale,3,2,1008,New_York,Richmond_County,0
Contingent,3,2,1137,Richmond_County,Staten_Island,0
House_for_sale,3,2,2072,New_York,Richmond_County,1
House_for_sale,3,2,780,New_York,Richmond_County,0
House_for_sale,4,2,2188,New_York,Richmond_County,0
Contingent,3,2,1137,Richmond_County,Staten_Island,0
Condo_for_sale,2,3,1838,New_York_County,New_York,1
Co_op_for_sale,1,1,769,Kings_County,Brooklyn,0
Multi_family_home_for_sale,4,3,2283,New_York,Queens_County,1
House_for_sale,4,2,3160,New_York,Richmond_County,1
Multi_family_home_for_sale,4,2,2000,New_York,Bronx_County,0
Co_op_for_sale,2,1,666,Kings_County,Brooklyn,0
Condo_for_sale,2,1,741,New_York_County,New_York,0
House_for_sale,3,2,1248,New_York,Richmond_County,0
Multi_family_home_for_sale,6,5,2680,New_York,Bronx_County,0
Co_op_for_sale,1,1,650,Kings_County,Brooklyn,0
Condo_for_sale,2,2,1124,Queens_County,Queens,0
Contingent,3,1,2744,New_York,Richmond_County,0
Condo_for_sale,1,1,720,New_York_County,New_York,0
House_for_sale,3,2,1926,New_York,Kings_County,0
Co_op_for_sale,1,1,1185,Richmond_County,Staten_Island,0
Pending,3,2,1902,New_York,Kings_County,1
Co_op_for_sale,1,1,730,New_York,Queens_County,0
Co_op_for_sale,1,1,900,Kings_County,Brooklyn,0
Condo_for_sale,3,1,1299,Richmond_County,Staten_Island,0
Townhouse_for_sale,4,4,5608,New_York,New_York_County,1
House_for_sale,3,2,1260,New_York,Kings_County,0
Condo_for_sale,2,2,1030,Kings_County,Brooklyn,0
Co_op_for_sale,1,1,800,Bronx_County,The_Bronx,0
House_for_sale,5,3,2192,New_York,Queens_County,1
House_for_sale,3,2,1484,New_York,Richmond_County,0
House_for_sale,4,2,1800,New_York,Richmond_County,1
Pending,3,2,1230,Kings_County,Brooklyn,1
House_for_sale,3,2,1800,New_York,Richmond_County,0
Multi_family_home_for_sale,5,2,1600,New_York,Bronx_County,0
Co_op_for_sale,2,2,1650,New_York,New_York_County,1
Multi_family_home_for_sale,8,6,4000,New_York,Kings_County,1
Condo_for_sale,1,2,900,New_York_County,New_York,0
Multi_family_home_for_sale,5,2,1600,New_York,Bronx_County,0
House_for_sale,3,2,1800,New_York,Richmond_County,0
Condo_for_sale,3,1,494,Kings_County,Brooklyn,0
House_for_sale,4,2,1800,New_York,Richmond_County,1
Pending,3,2,1230,Kings_County,Brooklyn,1
Condo_for_sale,3,4,2446,New_York_County,New_York,1
House_for_sale,3,2,1092,New_York,Richmond_County,1
Co_op_for_sale,1,1,800,New_York_County,New_York,0
Multi_family_home_for_sale,5,2,1850,New_York,Kings_County,1
House_for_sale,3,1,1100,New_York,Bronx_County,0
Condo_for_sale,1,1,845,Kings_County,Brooklyn,0
Multi_family_home_for_sale,8,3,3300,New_York,Bronx_County,1
House_for_sale,8,3,3050,New_York,Kings_County,1
Condo_for_sale,1,1,519,New_York,Queens_County,0
Multi_family_home_for_sale,4,2,1490,New_York,Richmond_County,0
House_for_sale,4,3,1552,New_York,Queens_County,0
Condo_for_sale,2,1,753,New_York,Queens_County,0
Condo_for_sale,2,1,840,Richmond_County,Staten_Island,0
Condo_for_sale,3,2,1494,New_York_County,New_York,1
Co_op_for_sale,1,1,850,Queens_County,Queens,0
Condo_for_sale,3,2,2615,New_York_County,New_York,1
House_for_sale,3,2,1056,New_York,Queens_County,0
House_for_sale,3,3,1080,New_York,Kings_County,0
Co_op_for_sale,3,1,430,Kings_County,Brooklyn,0
Multi_family_home_for_sale,3,2,1725,New_York,Kings_County,0
Co_op_for_sale,2,2,1500,Queens_County,Queens,0
Co_op_for_sale,2,1,900,Queens_County,Queens,0
Condo_for_sale,2,2,986,New_York,Queens_County,1
House_for_sale,3,4,2272,New_York,Kings_County,1
Co_op_for_sale,1,1,984,Kings_County,Brooklyn,1
Multi_family_home_for_sale,8,5,3252,New_York,Bronx_County,0
Co_op_for_sale,1,1,875,Queens_County,Queens,0
Co_op_for_sale,2,2,1549,Queens_County,Queens,0
Co_op_for_sale,2,1,950,Kings_County,Brooklyn,0
Co_op_for_sale,2,1,900,Kings_County,Brooklyn,0
House_for_sale,3,2,1088,New_York,Kings_County,1
Condo_for_sale,3,3,1750,Queens_County,Queens,0
Condo_for_sale,3,3,1750,Queens_County,Queens,0
Condo_for_sale,3,2,1597,Kings_County,Brooklyn,1
Townhouse_for_sale,1,2,846,Kings_County,Brooklyn,0
Condo_for_sale,1,1,726,Richmond_County,Staten_Island,0
Condo_for_sale,3,3,1763,New_York,Queens_County,1
Co_op_for_sale,2,1,1000,Bronx_County,The_Bronx,0
Condo_for_sale,2,2,1187,Queens_County,Queens,0
Co_op_for_sale,2,1,750,Bronx_County,The_Bronx,0
Condo_for_sale,2,1,857,Bronx_County,The_Bronx,0
Condo_for_sale,3,2,1450,Queens_County,Queens,0
Pending,3,2,1100,Bronx_County,The_Bronx,0
Condo_for_sale,3,3,1300,New_York_County,New_York,1
Co_op_for_sale,2,2,900,New_York_County,New_York,0
Condo_for_sale,1,1,739,Kings_County,Brooklyn,0
Multi_family_home_for_sale,5,3,1026,New_York,Kings_County,1
Multi_family_home_for_sale,11,6,2240,New_York,Kings_County,1
Multi_family_home_for_sale,8,8,5500,New_York,New_York_County,1
Co_op_for_sale,3,1,600,Kings_County,Brooklyn,0
House_for_sale,3,2,1120,New_York,Richmond_County,0
Townhouse_for_sale,6,5,5336,New_York,New_York_County,1
Co_op_for_sale,1,2,1100,New_York_County,New_York,0
Condo_for_sale,4,4,4100,New_York_County,New_York,1
Townhouse_for_sale,2,2,1152,New_York,Queens_County,0
Condo_for_sale,3,3,1637,New_York_County,New_York,1
House_for_sale,3,2,1240,New_York,Kings_County,1
Multi_family_home_for_sale,5,2,1400,New_York,Kings_County,0
Multi_family_home_for_sale,6,4,2310,New_York,Bronx_County,0
Co_op_for_sale,3,4,1993,Queens_County,Queens,0
Multi_family_home_for_sale,5,3,2980,New_York,Kings_County,0
House_for_sale,2,2,988,New_York,Richmond_County,0
Townhouse_for_sale,7,6,8200,New_York,New_York_County,1
Condo_for_sale,2,1,890,Queens_County,Queens,0
Pending,3,0,2780,New_York_County,New_York,0
Condo_for_sale,4,4,3052,New_York_County,New_York,1
Co_op_for_sale,2,1,800,Bronx_County,The_Bronx,0
Pending,3,0,2780,New_York_County,New_York,0
Co_op_for_sale,4,6,7500,New_York,New_York_County,1
Multi_family_home_for_sale,6,4,3059,New_York,Kings_County,1
Multi_family_home_for_sale,7,2,2100,New_York,Richmond_County,0
House_for_sale,3,2,1296,New_York,Bronx_County,0
House_for_sale,7,5,2418,New_York,Kings_County,1
Co_op_for_sale,1,1,650,Queens_County,Queens,0
House_for_sale,3,2,972,New_York,Richmond_County,0
Condo_for_sale,3,3,1855,Queens_County,Queens,1
Condo_for_sale,2,2,1639,New_York_County,New_York,1
Co_op_for_sale,1,1,800,Queens_County,Queens,0
Co_op_for_sale,1,1,518,Queens_County,Queens,0
House_for_sale,4,4,5150,New_York,Queens_County,1
Condo_for_sale,2,2,825,New_York,Kings_County,0
Co_op_for_sale,2,2,1193,Bronx_County,The_Bronx,0
Condo_for_sale,2,3,2321,New_York_County,New_York,1
Co_op_for_sale,2,1,700,Queens_County,Queens,0
Condo_for_sale,3,2,900,Queens_County,Queens,0
Townhouse_for_sale,2,2,2000,New_York,Richmond_County,0
Condo_for_sale,2,1,835,Bronx_County,The_Bronx,0
Condo_for_sale,3,1,915,Kings_County,Brooklyn,0
Condo_for_sale,2,2,1697,Richmond_County,Staten_Island,0
Townhouse_for_sale,5,2,4900,New_York,New_York_County,1
Contingent,4,4,1816,New_York,Richmond_County,0
Co_op_for_sale,1,1,850,New_York,Bronx_County,0
Multi_family_home_for_sale,5,3,3400,New_York,Kings_County,1
Co_op_for_sale,2,1,950,Queens_County,Queens,0
House_for_sale,3,1,1296,New_York,Queens_County,0
Multi_family_home_for_sale,5,3,3520,New_York,Bronx_County,0
Multi_family_home_for_sale,5,2,2412,New_York,Kings_County,1
Condo_for_sale,3,2,1185,Bronx_County,The_Bronx,0
Pending,1,2,1213,Queens_County,Queens,0
Multi_family_home_for_sale,11,6,5088,New_York,Queens_County,1
Co_op_for_sale,1,1,800,Kings_County,Brooklyn,0
Co_op_for_sale,3,2,2000,New_York,Kings_County,1
Co_op_for_sale,3,2,1100,Kings_County,Brooklyn,0
House_for_sale,4,3,1452,New_York,Kings_County,1
Pending,2,2,1028,Kings_County,Brooklyn,1
Condo_for_sale,2,2,1308,New_York_County,New_York,1
Townhouse_for_sale,5,4,6060,New_York,New_York_County,1
Multi_family_home_for_sale,8,5,4120,New_York,New_York_County,1
House_for_sale,5,3,2152,New_York,Queens_County,1
House_for_sale,3,2,1090,New_York,Richmond_County,0
Condo_for_sale,2,2,1288,New_York_County,New_York,1
Multi_family_home_for_sale,5,4,3773,New_York,Richmond_County,1
House_for_sale,3,2,1110,New_York,Richmond_County,0
Contingent,3,4,3510,New_York,Richmond_County,0
Pending,6,4,3690,New_York,Queens_County,1
Contingent,3,1,650,New_York_County,New_York,0
Contingent,3,2,1976,New_York,Richmond_County,0
Co_op_for_sale,1,1,764,Kings_County,Brooklyn,0
Multi_family_home_for_sale,4,2,2340,New_York,Bronx_County,0
House_for_sale,4,4,1746,New_York,Kings_County,1
Condo_for_sale,3,3,1800,Kings_County,Brooklyn,1
House_for_sale,4,2,2185,New_York,Richmond_County,0
Co_op_for_sale,2,1,900,Queens_County,Queens,0
Multi_family_home_for_sale,4,2,1824,New_York,Richmond_County,0
Co_op_for_sale,2,2,1077,New_York_County,New_York,1
Condo_for_sale,1,1,937,New_York_County,New_York,1
Co_op_for_sale,1,1,900,Queens_County,Queens,0
Condo_for_sale,3,3,2100,New_York,New_York_County,1
Multi_family_home_for_sale,3,2,2194,New_York,Bronx_County,0
Townhouse_for_sale,5,4,4675,New_York,New_York_County,1
Pending,4,2,1800,New_York,Queens_County,1
House_for_sale,3,5,1920,New_York,Queens_County,1
Co_op_for_sale,1,1,625,Kings_County,Brooklyn,0
House_for_sale,3,2,1120,New_York,Kings_County,0
Co_op_for_sale,1,1,700,Kings_County,Brooklyn,0
Condo_for_sale,1,1,773,New_York_County,New_York,0
Pending,5,4,3400,New_York,Kings_County,1
Contingent,4,2,1865,New_York,Richmond_County,0
House_for_sale,3,2,760,New_York,Queens_County,0
Condo_for_sale,1,1,649,Queens_County,Queens,0
Townhouse_for_sale,8,8,5374,New_York,Bronx_County,1
Co_op_for_sale,3,1,830,New_York_County,New_York,0
House_for_sale,4,4,3149,New_York,Richmond_County,1
Condo_for_sale,2,2,950,Kings_County,Brooklyn,0
Pending,4,2,1230,New_York,Queens_County,0
House_for_sale,3,2,1280,New_York,Bronx_County,0
Condo_for_sale,3,3,1449,New_York_County,New_York,1
Multi_family_home_for_sale,3,1,2726,New_York,Richmond_County,1
Condo_for_sale,1,1,654,Kings_County,Brooklyn,0
Condo_for_sale,2,2,1040,New_York,Kings_County,0
Townhouse_for_sale,8,8,9555,New_York,New_York_County,1
Condo_for_sale,3,4,2539,Kings_County,Brooklyn,1
Condo_for_sale,3,4,2539,Kings_County,Brooklyn,1
House_for_sale,4,4,3223,New_York,Queens_County,1
House_for_sale,7,6,5200,New_York,New_York_County,1
Townhouse_for_sale,9,8,5560,New_York,New_York_County,1
Co_op_for_sale,3,1,650,Kings_County,Brooklyn,0
Multi_family_home_for_sale,7,3,1800,New_York,Kings_County,1
Co_op_for_sale,2,2,1300,New_York_County,New_York,1
Pending,1,1,660,Queens_County,Queens,0
Co_op_for_sale,5,6,3860,New_York,New_York_County,1
Co_op_for_sale,6,8,6000,New_York,New_York_County,1
Co_op_for_sale,1,2,1000,New_York,New_York_County,0
Multi_family_home_for_sale,4,2,1152,New_York,Bronx_County,0
Condo_for_sale,2,2,705,Queens_County,Queens,0
Condo_for_sale,5,5,5276,New_York,New_York_County,1
Multi_family_home_for_sale,8,3,3500,New_York,Richmond_County,0
Condo_for_sale,2,2,950,Queens_County,Queens,0
Contingent,2,1,520,New_York_County,New_York,0
Co_op_for_sale,2,1,1000,Queens_County,Queens,0
Townhouse_for_sale,2,1,1800,New_York,Kings_County,0
Condo_for_sale,4,3,2578,New_York_County,New_York,1
Co_op_for_sale,1,1,780,Brooklyn,Fort_Hamilton,0
Condo_for_sale,4,3,2729,New_York_County,New_York,1
Townhouse_for_sale,4,5,4187,New_York,Kings_County,1
Condo_for_sale,2,2,1030,Queens_County,Queens,0
Co_op_for_sale,3,1,650,Kings_County,Brooklyn,0
House_for_sale,5,3,2488,New_York,Kings_County,1
Contingent,1,1,834,Kings_County,Brooklyn,0
Condo_for_sale,2,1,780,New_York_County,New_York,1
Multi_family_home_for_sale,6,4,2820,New_York,Bronx_County,0
Condo_for_sale,2,2,1412,New_York,Manhattan,1
Multi_family_home_for_sale,8,4,3120,New_York,Bronx_County,0
House_for_sale,2,1,847,New_York,Richmond_County,0
Co_op_for_sale,2,1,900,Bronx_County,The_Bronx,0
Co_op_for_sale,2,1,920,Queens_County,Queens,0
Co_op_for_sale,1,1,750,Kings_County,Brooklyn,0
House_for_sale,7,3,2322,New_York,Kings_County,1
House_for_sale,4,2,1400,New_York,Queens_County,1
Condo_for_sale,2,2,1250,New_York,New_York_County,1
House_for_sale,3,3,1696,New_York,Queens_County,1
Pending,3,2,1444,New_York,Richmond_County,0
Condo_for_sale,2,1,922,New_York,Kings_County,0
Condo_for_sale,1,1,575,Queens_County,Queens,0
Co_op_for_sale,2,1,800,Bronx_County,The_Bronx,0
Pending,3,2,1040,New_York,Richmond_County,0
Pending,2,2,1358,Kings_County,Brooklyn,0
Pending,3,2,1200,New_York,Kings_County,0
Condo_for_sale,2,2,708,Queens_County,Queens,0
Co_op_for_sale,1,1,750,Queens_County,Queens,0
Co_op_for_sale,2,2,1800,New_York_County,New_York,1
Multi_family_home_for_sale,3,2,1540,New_York,Kings_County,0
House_for_sale,3,2,1224,New_York,Bronx_County,0
Co_op_for_sale,2,2,1200,Queens_County,Queens,0
Condo_for_sale,3,2,1900,Kings_County,Brooklyn,1
House_for_sale,3,2,1204,New_York,Richmond_County,0
House_for_sale,2,2,1473,New_York,Kings_County,0
Condo_for_sale,1,1,950,Queens_County,Queens,0
Condo_for_sale,1,1,560,New_York,New_York_County,0
Condo_for_sale,1,2,1072,New_York,Kings_County,1
Co_op_for_sale,2,1,764,Queens_County,Queens,0
Pending,2,2,930,Queens_County,Queens,0
Multi_family_home_for_sale,5,3,1890,United_States,New_York,0
House_for_sale,2,2,1500,New_York,Kings_County,0
Co_op_for_sale,2,1,800,Kings_County,Brooklyn,0
Condo_for_sale,2,2,1780,New_York_County,New_York,1
House_for_sale,8,4,6425,New_York,Kings_County,1
Condo_for_sale,1,1,603,Kings_County,Brooklyn,0
House_for_sale,3,2,1660,New_York,Kings_County,1
Co_op_for_sale,1,1,660,Queens_County,Queens,0
House_for_sale,6,8,8400,New_York,New_York_County,1
Condo_for_sale,2,2,970,Queens_County,Queens,0
House_for_sale,2,2,1048,New_York,Richmond_County,0
Condo_for_sale,2,2,1072,New_York_County,New_York,1
House_for_sale,3,2,1260,New_York,Queens_County,1
Co_op_for_sale,1,1,652,Kings_County,Brooklyn,0
Multi_family_home_for_sale,7,4,1739,United_States,New_York,1
Condo_for_sale,1,1,603,Kings_County,Brooklyn,0
Contingent,1,1,900,Richmond_County,Staten_Island,0
House_for_sale,3,2,1868,New_York,Kings_County,0
House_for_sale,3,2,1280,New_York,Kings_County,1
House_for_sale,4,6,7500,New_York,New_York_County,1
House_for_sale,3,2,1420,New_York,Richmond_County,0
Co_op_for_sale,2,2,1079,Queens_County,Queens,0
House_for_sale,4,2,1684,New_York,Richmond_County,0
Contingent,3,2,1450,New_York,Richmond_County,0
Co_op_for_sale,1,1,600,Queens_County,Queens,0
Co_op_for_sale,2,2,1012,New_York_County,New_York,0
Townhouse_for_sale,8,6,10940,New_York,New_York_County,1
Condo_for_sale,2,2,1057,New_York,Kings_County,1
Townhouse_for_sale,3,4,4275,New_York,New_York_County,1
Condo_for_sale,2,1,1107,Kings_County,Brooklyn,1
Multi_family_home_for_sale,4,3,3664,New_York,Bronx_County,1
Pending,4,2,1560,New_York,Richmond_County,0
Multi_family_home_for_sale,4,2,1716,New_York,Kings_County,0
House_for_sale,3,3,1280,New_York,Kings_County,0
House_for_sale,3,2,1248,New_York,Richmond_County,0
Multi_family_home_for_sale,4,3,3664,New_York,Bronx_County,1
Multi_family_home_for_sale,8,5,2538,New_York,Queens_County,1
Condo_for_sale,3,1,485,Kings_County,Brooklyn,0
Townhouse_for_sale,2,2,1354,New_York,Richmond_County,0
Co_op_for_sale,2,1,900,Kings_County,Brooklyn,1
Condo_for_sale,5,2,1500,Kings_County,Brooklyn,0
Condo_for_sale,2,2,1326,New_York_County,New_York,1
Townhouse_for_sale,5,4,4480,New_York,New_York_County,1
Co_op_for_sale,1,1,779,Kings_County,Brooklyn,0
Condo_for_sale,2,1,708,Kings_County,Brooklyn,0
Pending,3,2,1292,New_York,Richmond_County,0
House_for_sale,3,2,1650,New_York,Kings_County,1
Multi_family_home_for_sale,6,2,2720,New_York,Kings_County,1
House_for_sale,3,2,1944,New_York,Bronx_County,0
House_for_sale,4,3,1379,New_York,Queens_County,0
Multi_family_home_for_sale,3,2,1750,New_York,Bronx_County,0
Contingent,3,2,1364,New_York,Richmond_County,0
House_for_sale,3,2,1221,New_York,Queens_County,0
House_for_sale,3,1,1100,New_York,Queens_County,1
Multi_family_home_for_sale,8,4,3116,New_York,Kings_County,0
Co_op_for_sale,3,4,3000,New_York_County,New_York,1
Condo_for_sale,3,3,1689,New_York_County,New_York,1
Condo_for_sale,1,2,1340,Kings_County,Brooklyn,0
Co_op_for_sale,3,3,1968,New_York_County,New_York,1
Pending,3,4,2550,New_York,Queens_County,1
House_for_sale,5,2,1236,New_York,Bronx_County,0
Condo_for_sale,2,2,1163,New_York_County,New_York,1
Pending,3,3,1368,New_York,Queens_County,0
Condo_for_sale,2,1,729,Kings_County,Brooklyn,0
Townhouse_for_sale,4,2,1700,New_York,Kings_County,1
Condo_for_sale,2,2,800,Queens_County,Queens,0
Multi_family_home_for_sale,9,3,3600,New_York,Kings_County,1
Multi_family_home_for_sale,5,2,2376,New_York,Kings_County,1
Contingent,3,1,363,Kings_County,Brooklyn,0
Condo_for_sale,3,1,500,Queens_County,Queens,0
Multi_family_home_for_sale,4,4,3612,New_York,Kings_County,1
Townhouse_for_sale,7,5,12000,New_York,New_York_County,1
House_for_sale,3,2,1335,New_York,Richmond_County,0
Multi_family_home_for_sale,3,2,3061,New_York,Richmond_County,0
Multi_family_home_for_sale,3,3,2520,New_York,Kings_County,1
House_for_sale,3,2,1296,New_York,Kings_County,0
Condo_for_sale,2,2,1008,Richmond_County,Staten_Island,0
Multi_family_home_for_sale,9,3,3000,New_York,New_York_County,1
Condo_for_sale,3,1,558,New_York_County,New_York,0
Condo_for_sale,3,2,1493,New_York_County,New_York,1
Condo_for_sale,2,2,2158,Kings_County,Brooklyn,1
Condo_for_sale,3,1,558,New_York_County,New_York,0
Townhouse_for_sale,7,5,12000,New_York,New_York_County,1
Multi_family_home_for_sale,3,3,2520,New_York,Kings_County,1
Co_op_for_sale,3,2,1000,New_York_County,New_York,0
Condo_for_sale,2,2,1450,New_York_County,New_York,1
